model,total_queries,geo_europe_mentions_count,queries_with_geo_europe_mentions,example
gemma-2-2b/gemmascope-res-16k,11610,549,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","The number of scenarios where having a visual would be useful would be incre dibly low by comparison . Putting a sticker over your webcam is like putting a lock on a screen door . ~~~ max er ickson Most screen doors I can think of do have locks . Even quite home made ones often end up with a hook that kids can ' t reach . ~~~ aw es omer obot That ' s my point . It does one thing , but it ' s by no means security . ------ pied radura I prefer to have a computer composed by parts , so I attach the webcam to the computer"
gemma-2-2b/gemmascope-res-16k,11610,549,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","On February 1 1 , 1 8 5 8 the federal assembly of the German Confederation refused to admit its validity so far as Holstein and Lau enburg were concerned . In the early 1 8 6 0 s the "" Sch leswig - Holstein Question "" once more became the subject of lively international debate , but with the difference that support for the Danish position was in decline . The Crimean War had crippled the power of Russia , and France was prepared to renounce support for Danish interests in the duch ies in exchange for compens ations to herself elsewhere . Queen Victoria and her consort Prince Albert had sympathy for the German position , but it was"
gemma-2-2b/gemmascope-res-16k,11610,549,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Click on cover ( above ) to order at nice discount . It ' s a thrilling history of escape tunnels -- under the Berlin Wall -- and JFK ' s attempt to suppress NBC and CBS films about them . Ha iled by Bill Moy ers , Alan Fur st , and Frederick Forsyth , others . Paul Green grass attached to direct movie . "" A fascinating and complex picture of the interplay between politics and media in the Cold War era . -- Washington Post . "" A gripping , blow - by - blow account ."" -- Publishers Weekly ( starred review ). Award - Winning ' Campaign of the Century '' "" U pton Sinclair ' s Race for Governor"
gemma-2-2b/gemmascope-res-16k,11610,549,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","The Chairman of the ABI , Arlene Calhoun , also runs another vanity press , Pent land Press ( d / b / a Ivy House Publishing Group ). "" World Forum "" The ABI is also the co - host with the International Biographical Centre of a yearly World Forum , ( previously the International Congress on Arts and Communications ) which invites a group for a week of professional seminars , artistic displays and performances , and culture sharing . Host cities over the 3 1 yearly meetings have included : New York ; Washington D . C .; New Orleans ; San Francisco ; Edinburgh ; Cambridge , UK ; Nairobi ; Madrid ; Lisbon ; Cambridge , Mass . USA"
gemma-2-2b/gemmascope-res-16k,11610,549,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","rave reviews so far . The call for tenders is directly related to his being named , according to sources we spoke with this morning . ZA WA , you ' ll recall , is the new quasi - private organization that was slated to take over all wildlife - related matters in Zambia more than a year ago , which is when the old National Parks Department was disbanded . Since then , Zambia has been without any kind of game department at all . The European Union during this period has had millions of dollars ready to help ZA WA get rolling , but has refused to release the funds until a director general and support"
gemma-2-9b-it/gemmascope-res-131k,11090,893,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> work absentee ism or reduced productivity ? *** Yes 8 6 . 8 No 1 0 9 9 3 . 2 Stress ( 3 5 . 0 %) and head trauma / ill ness / infection ( 1 8 . 8 %) were the commonest predis posing conditions to the headache ( Table [ 5 ](# Tab 5 ){ ref - type ="" table "" }). Re fractive errors were present in 1 6 . 2 % of respondents with headaches . In 2 5 . 6 % there were headache prod romes and these included irritability ( 1 0 . 3 %) and fatigue ( 5 . 1 %). During the headaches , associated symptoms occurred <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,893,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> relationship with both . Here we have a club with a fanbase essentially stretching in a thin strip from Lad broke Grove to Heathrow , and a crowd of 1 8 , 0 0 0 . Fans of the club are at their happiest when the team is passing the ball , playing attacking attractive football , the players are smiling and the shirt has a clear , broad blue hoop . That is it . With that approach they won the Championship in 2 0 1 1 , and that strip of West London smiled . A local joyful experience that had nationwide moment in the sun . Yet the promised - land is the global <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,893,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> DEBUG <- 4 0 4 Not Found {"" value "":{"" error "":"" no such element "","" message "":"" Unable to locate element : Accounts "","" stack trace "":"" WebDriver Error @ chrome :// marion ette / content / error . js : 1 7 8 : 5 \ n NoSuch Element Error @ chrome :// marion ette / content / error . js : 3 8 8 : 5 \ ne lement . find /</ < @ chrome :// marion ette / content / element . js : 3 3 9 : 1 6 \ n ""}} A : As you mentioned you are trying to find the element with text as Accounts ( n ) where <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,893,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> , statesman , educator or spiritual teacher but whatever he does is never for any small or selfish interests , instead it is always for the greater good of All That Is . He now lives a life of service . Whatever he does , he is now a spiritual master , even if that is not always apparent to the outside world . After his passing , he will be an ascended being , not needing to return to earth . Comments on the Mys tical Path In this description it is easy to draw comparisons to the life of Jesus of Nazareth and see in it a symbolic enactment of the mystical path . The baptism symbol <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,893,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> of the Bishop of Cork and Ross , and the parish church for the Cathedral parish which includes the areas of B lar ney Street , Sh andon and Blackpool . Bap tis mal records date back to 1 7 3 1 . The parish boundary had also included the areas of Blackpool , Sunday s Well , Sh anak iel , C log heen , Kerry Pike and Cur ra gh ki pp ane until 1 9 8 1 . ( Both chapels of ease to the Cathedral , The Church of the Most Precious Blood , became the parish church of C log heen / Kerry Pike & The Church of the Ann unciation of the <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,759,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,759,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> This is a concern because the past two decades has seen an increased participation of women in sports and with this has come a concomitant increase in ACL injuries . The incidence rate of ACL tears is 2 to 9 times greater amongst females in comparison to males ; however , there is limited information with regard to the demographic , injury history , hormonal history , anatomic , neuromuscular , and environmental variables that individually or collectively contribute to the risk of suffering an ACL injury . Most of what is known has come from risk factor studies that have focused on selected variables in isolation ( e . g . femoral intra - con dy lar notch <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,759,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> This is purely illustrative ; it is not a recommendation as to the optimal size of audit fines . Source : FR C and the audit firms annual reports for fiscal year 2 0 1 7 . How do cartel fines compare ? Weighted by the number of fines falling into each percentage bracket of turnover , the average European Commission cartel fine is 2 . 4 0 % of turnover . This means that cartel fines expressed as a percentage of global turnover are about 1 5 0 times larger ( 2 . 4 0 % divided by 0 . 0 1 6 %) than FR C audit fines measured in the same <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,759,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> We will stop them . This is a declaration of war . Do you hear me , David the Rothschild ? Okay ? You re not safe anymore . We re tired of your murderous games . I ve heard that Evelyn de Rothschild , a family leader , is now quietly hiding in his castle in England . Well , Evelyn , tell your family to stand down . Tell them enough is enough . No genocide . Your family is in danger unless you stop this madness . Time is running out . I don t like to have an angry face just as we approach Christmas . This should be a time <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,759,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> Small wood , president of the Maryland City Civic Association . "" This is something that needs a lot of study . Haven ' t they thought about the environmental impact ?"" Small wood added : "" I can ' t believe they had the audacity to do this ."" Several activists called on M DE to schedule a second hearing to allow for broader public comment . According to an advance copy of county Health Officer Frances B . Phillips ' s testimony to be read tonight , she critici zes M DE for not adequately advertising the hearing on the proposed inciner ator . Phillips also raises concerns that an inciner ator -- which would emit mercury <end_of_turn>"
gpt2-small/res-jb,14015,1046,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","interesting ideas while still remaining a somewhat conservative evolution of our existing constitution . It was exactly the sort of document that was enough of a compromise to have a chance of passing while still containing the reforms that Iceland badly needs . A lot of the wording in the draft is vague and open to interpretation , which would be disastrous in a real constitution , but that s only because it was still just a draft . The next step should have been to put the draft to a committee that would then have solic ited feedback from constitutional scholars , lawyers , and other experts . Parliament should have then spent several months of continuous work hammer ing"
gpt2-small/res-jb,14015,1046,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Not a single one of the 27 EU Member States has signed the agreement yet . Poland is the first country scheduled to do so , tomorrow on January 26 . The European Council of Ministers has taken a decision that it wants the EU to sign the agreement , but that is a completely different thing . ACT A is a so called m ixed agreement , that has to be signed by both the EU and each of the member states . On the national level , no member state has taken the formal decision to sign the agreement yet . Global Voices further reports that Mr . Bon i said that Poland should attach"
gpt2-small/res-jb,14015,1046,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","almost every model in finance and economics even those used by banks and central banks rested on the assumption that traders personal risk preferences stay consistent across the market cycle , say the authors . In a previous study conducted with real traders in the City of London , researchers observed that cortisol levels rose 68 % over a two week period when market volatility increased . In the latest study they combined field work with lab work , a rare approach in economics , to test for the effects of this elevated cortisol on financial risk - taking . The researchers administered hyd roc ort is one the pharmaceutical form of cortisol to 36 volunteers ,"
gpt2-small/res-jb,14015,1046,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Another hobby of mine is writing . A couple years back , I wrote a bunch of fan fiction for Sonic the Hedge hog , which I am quite proud of . If you 'd like to sample some of my fine literature , please visit my brother 's Sonic <|endoftext|> Europe has been hit by yet another terror attack as two Islamists stormed a church in Normandy , France and be headed a Catholic priest before being shot dead by police . The attackers entered the church in the town of Saint Et ienne du Rou v ray at around 9 am this morning local time during mass before taking six hostages , including the pastor , two nuns and several worsh"
gpt2-small/res-jb,14015,1046,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","least one , if not both , of these qualities and are essential viewing for those with a serious interest in thrill ers or crime dramas . 15 . The Berlin File ( Se ung - Wan Ry oo , 2013 ) With its non - K orean setting ( Ber lin as you might have guessed from the title of the movie ) and sweeping action set pieces , The Berlin File revolves around Jong - Se ong , a North Korean agent who becomes exposed when an illegal arms deal goes wrong . In the aftermath no one is sure whose side Jong - Se ong and his wife , who is a translator at the North Korean embassy"
gpt2-small/att-kk,8269,749,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> j Q E Z T U Paris Lew bel (@ PL ew bel ) April 5 , 2015 More fires starting here on State Street and more pour into the street . # BB N pic . twitter . com / i 1 A u 6 W 9 ei X Paris Lew bel (@ PL ew bel ) April 5 , 2015 Fans now getting row d ier , now more fire . pic . twitter . com / Na 28 O I 0 Q G x Garrett Wy mer (@ G arrett W KY T ) April 5 , 2015 Street Sweep ers now taking over State Street after a long night of post - game madness"
gpt2-small/att-kk,8269,749,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> Image copyright AFP / Getty Images Image caption There are 500 , 000 cars with VW engines registered in London , 80 , 000 of which were fitted with the "" def eat devices "" Car firm Volkswagen ( VW ) has said it will not pay the 2 . 5 m the mayor of London claims it owes in missed congestion charge payments , following the 2015 emissions - rig ging scandal . S adiq Khan said 80 , 000 VW engines fitted with "" def eat devices "" were registered in London . The devices , which detected when an engine was being tested , changed performance to improve results . VW said the cars had"
gpt2-small/att-kk,8269,749,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> US SA IN / AFP / Getty Images New Europe Falls Out of Love with the Euro For all the talk of Greeks and Italians seriously entertaining the thought of dumping Europe s common currency in exchange for good old dr ach mas and l ira , the more troubling indicator for the decade - old euro may be all the Eastern European countries that have pushed for years to be part of the monetary union but are now having second thoughts . On Jan . 1 , Estonia became the 17 th country to adopt the euro , but it might be a while before it has company . Poland was due to join"
gpt2-small/att-kk,8269,749,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> c ah oots with Trump . M ook claimed that the leak corresponds with the GOP s inclusion of changes to the Republican platform to make it more pro - Russian . I don t think it s coinc idental that these emails were released on the eve of our convention here , <|endoftext|> President Barack Obama pledged Tuesday that the United States would not rest until it brought to justice the killer of American journalist James Foley at the hands of the Islamic State of Iraq and Greater Syria ( ISIS ). R ooting out a cancer like [ ISIS ] won t be easy and"
gpt2-small/att-kk,8269,749,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> over to Chrome OS on the Chrome Web store . Google has created a new category called ARC compatible apps , which lists all 28 apps . All the Android apps released so far use the Android Runtime for Chrome ( ARC ) extension which enables Android apps to run on Chrome OS . If you haven t installed any of the ARC compatible apps previously Chrome OS will automatically install the ARC extension for you before you install any of these new apps . The four new apps are also listed here , but if you can t tra wl through looking for the new apps , the new ones listed are : Baby Blocks"
llama3.1-8b/llamascope-res-32k,7383,583,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". This is why one should always kill a snake , or they will multiply so much that they will completely destroy the sun . The dead snake should be buried or hid in the deep shade so that sun doesn 't see it . If the snake is not buried the sun will start to shine weak ly and will start hiding behind the clouds , because it can 't look at it 's dead earthly enemy . The sun won 't shine on a man who doesn 't kill a snake for three days . People in Ukraine also believe that a dead snake should be hidden in a shade or buried so that it doesn 't harm the sun in some way . Polish"
llama3.1-8b/llamascope-res-32k,7383,583,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","and the following years . This development is very remarkable amid stagn ating worldwide growth rates . Firstly , it is based on the stagn ating import demand in the EU , above all in the EU crisis countries . Secondly and more importantly , it is based on the strong export -g rowth of crisis -r idden cou 9 n tries like Spain and Greece , not only traditionally export -oriented countries like Germany . In 201 2 , Germany showed a balance of trade surplus of nearly 140 billion E and has more than doubled its sur pl uses with the rest of the world since 200 8 . Between 200 8 and 201 2 , the exports of Spain"
llama3.1-8b/llamascope-res-32k,7383,583,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","her , and sold her south to Mex es pan a . "" This wasn 't a bad shopping center to get out of the deal , as long as we had to fail on a case ,"" I said . "" Lots of jobs and it 's kind of pretty ."" H ore js i 's ap ert ures focused on me . My as -us ual -l ame attempt at small talk had only pissed her off more . "" It was hard on that poor girl . Let 's not have too many failures if we can help it . Anyway , I think the London registry anomaly shows us that whatever Per on is doing to make a mess of the past ,"
llama3.1-8b/llamascope-res-32k,7383,583,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Ottoman empire and face the wrath of the Turks who lost the war . This is the first step for Bulgaria 's political freedom , but in the following decades the fight for unity of all Bulg arians goes on . Read more about the Recent history of Bulgaria . Copyright 201 9 using Wordpress - Genesis - D ynam ik - Moose Chat theme Log in <|begin_of_text|> Our mission is to encourage people to raise awareness about colon cancer . Whether you are a survivor , caregiver or work to honor those lost to this disease . Kansas City 's largest event to defeat colon cancer , Get Your Rear in Gear events focus on raising awareness about our nation 's second leading"
llama3.1-8b/llamascope-res-32k,7383,583,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". But once you actually open these books , the port cities , the steam ships , and dock yards tend to disappear . This is surprising because during the late nineteenth century port cities grew physically and became more politically and economically significant , both in Western Europe and worldwide . The urban dock lands did not simply keep pace with the "" trans formation of the world "" ( O ster ham mel 201 4 ), they set the pace . With the steadily increasing interest in global history , the relationship between port cities and projects of imperial rule and expansion has recently attracted the interest of a growing number of historians . But book titles like Ten Cities Made an Empire ("
gemma-2-9b/gemmascope-res-16k,9675,569,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","contributed equally to this work . <bos> Rod Andrews The Rt . Rev Rodney Osborne Andrews is a retired Ang lican bishop . Born on 1 1 November 1 9 4 0 , educated at the University of Saskatchewan and ordained in 1 9 6 5 he was involved in parish work and native ministry within the Diocese of Calgary until 1 9 8 4 . He was a military chaplain in the Diocese of Montreal after which he was Arch deacon of Algo ma until 2 0 0 0 . He was Rector of St Alban s , Richmond and University Chaplain at UBC until 2 0 0 4 when he became"
gemma-2-9b/gemmascope-res-16k,9675,569,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". : An Andromeda - based Skill Ky utama that material izes chains and is one of the four components necessary to break J ark Matter ' s powerful barrier protecting the Cru x System . 4 1 . : A Micros copi um - based Skill Ky utama that gives the user microscopic vision . After modified by Balance , it can also shrink the user to a micro size . 4 2 . : A Can es Ven atici - based Skill Ky utama that increases the user ' s sense of smell . 4 3 . : A Came lop ard alis - based Skill Ky utama that elong ates the user ' s neck ."
gemma-2-9b/gemmascope-res-16k,9675,569,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". Baseline clinical characteristics such as sex , age , Stanford types of A AD , intervals from onset of symptoms to hospital admission , medical histories , baseline parameters of physical examinations and laboratory tests including C - reactive protein ( CRP ), imaging examinations , in - hospital manage ments , ED diagnosis and discharge diagnosis were recorded according to pre - designed case report forms . The study protocols were approved by the appropriate institutional review boards of Fu wai Hospital and complied with the Declaration of Helsinki . All subjects provided written informed consent . D - dimer test and diagnosis {# sec 2 . 2 } ---------------- ---------- Plasma D - dimer levels were measured using a sta go"
gemma-2-9b/gemmascope-res-16k,9675,569,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","they know , ruled by a hierarchy of monsters , Alex and his friends must find a way to escape Obsidian . Alex Caine has been suffering the weight of the world , and some days it s hard to even get out of bed . Alone one night , a band of Fey overwhelm him and steal him away from the mortal realm . Silhouette , desperate to save her lover , calls in Armour , but the organisation seems reluctant to help . Claude Dar vill , his fragile alliance with Alex at an end , is still searching for the remains of his father , Robert Hood . In frozen wastes of Iceland , Dar vill is driven by a deep"
gemma-2-9b/gemmascope-res-16k,9675,569,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Diagnosis of Thyroid Nod ules in Children and Adoles cents . Ultra sound elast ography is a non invasive method of imaging based on the estimation of the mechanical properties of tissue . Data in adults indicate that decreased flexibility in comparison to the surrounding healthy tissue is characteristic of malignancy ( in most thyroid carcin omas , except for follicular thyroid carcinoma ). The purpose of our study was to assess the deformation of thyroid nodules and to evaluate the usefulness of elast ography in predicting malignant thyroid nodules in adolescent patients . We examined 4 7 children with 6 2 thyroid nodules . All patients underwent elast ography and fine needle aspiration cyto logy ( FN AC ). Thirty - seven girls"
